catt,Level,Time,ATT,MSPE,keyword,start_date,end_date,treatment,verification_method,force,estimator,path,rn
32.25488984060493,Average,3,8.063722460151233,76.2387851843373,porn,2019-01-01,2024-10-31,post_treat,digitized_id,time,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_time_estimator_mc.rds,100
18.47772729606551,Average,1,9.238863648032757,35.19346080151801,porn,2019-01-01,2024-10-31,post_treat,digitized_id,two-way,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_two-way_estimator_ife.rds,101
36.955611178859094,Average,3,9.238902794714772,35.19346080151801,porn,2019-01-01,2024-10-31,post_treat,digitized_id,two-way,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_two-way_estimator_ife.rds,101
18.056294371474824,Average,1,9.028147185737412,68.76422565422551,porn,2019-01-01,2024-10-31,post_treat,digitized_id,two-way,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_two-way_estimator_mc.rds,102
33.15980615153921,Average,3,8.289951537884802,68.76422565422551,porn,2019-01-01,2024-10-31,post_treat,digitized_id,two-way,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_two-way_estimator_mc.rds,102
18.86291940682026,Average,1,9.43145970341013,34.59939987616911,porn,2019-01-01,2024-10-31,post_treat,digitized_id,unit,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_unit_estimator_ife.rds,103
36.900222172040344,Average,3,9.225055543010086,34.59939987616911,porn,2019-01-01,2024-10-31,post_treat,digitized_id,unit,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_unit_estimator_ife.rds,103
16.961196958515448,Average,1,8.480598479257724,60.556864438423545,porn,2019-01-01,2024-10-31,post_treat,digitized_id,unit,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_unit_estimator_mc.rds,104
26.1707660681468,Average,3,6.5426915170367,60.556864438423545,porn,2019-01-01,2024-10-31,post_treat,digitized_id,unit,mc,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_verification_digitized_id_force_unit_estimator_mc.rds,104
19.928821387268545,Average,1,9.964410693634273,48.75261473514326,porn,2019-01-01,2024-10-31,post_treat_enforcement_date,any_id_requirement,none,ife,C:/Users/dnlan/Desktop/coding_projects/synth/internet_regulation_synth_project/gsynth_output/porn_2019-01-01_2024-10-31_treatment_post_treat_enforcement_date_verification_any_id_requirement_force_none_estimator_ife.rds,1
